Extension,PCFG_Prior,Hypothesis
s_bys_bes,-40.2272126180888,"lambda recurse_, C, X: setdifference_(male_(younger_(children_of_(complement_(union_(female_(complement_(X, C)), children_of_(X, C)), C), C), female_(X), C)), generation0_(X, C))"
s_bys_bes,-40.2272126180888,"lambda recurse_, C, X: setdifference_(male_(younger_(children_of_(complement_(union_(female_(complement_(X, C)), complement_(children_of_(generation1_(X, C), C), C)), C), C), X, C)), X)"
s_bys_bes,-40.2272126180888,"lambda recurse_, C, X: setdifference_(male_(younger_(children_of_(complement_(union_(female_(complement_(X, C)), complement_(generation0_(X, C), C)), C), C), X, C)), samegender_(X, C))"
s_bys_bes,-40.2272126180888,"lambda recurse_, C, X: setdifference_(male_(younger_(children_of_(complement_(union_(female_(complement_(X, C)), children_of_(X, C)), C), C), X, C)), generation0_(female_(X), C))"
s_bys_bes,-40.2272126180888,"lambda recurse_, C, X: setdifference_(male_(younger_(children_of_(complement_(union_(female_(female_(complement_(X, C))), children_of_(X, C)), C), C), X, C)), generation0_(X, C))"
s_bys_bes,-40.2272126180888,"lambda recurse_, C, X: setdifference_(male_(younger_(children_of_(complement_(union_(female_(complement_(X, C)), complement_(generation0_(X, C), C)), C), C), X, C)), spouses_of_(X, C))"
s_bys_bes,-40.2272126180888,"lambda recurse_, C, X: setdifference_(male_(younger_(children_of_(complement_(union_(female_(female_(complement_(X, C))), complement_(generation0_(X, C), C)), C), C), X, C)), X)"
ZyD_zys_ZeD_zes,-25.0573616080509,"lambda recurse_, C, X: union_(generation1_(all_(C), C), children_of_(female_(setdifference_(generation0_(X, C), X)), C))"
ZyD_zys_ZeD_zes,-25.0573616080509,"lambda recurse_, C, X: union_(samegender_(all_(C), C), children_of_(female_(setdifference_(generation0_(X, C), X)), C))"
ZyD_zys_ZeD_zes,-25.0573616080509,"lambda recurse_, C, X: union_(complement_(all_(C), C), children_of_(female_(setdifference_(generation0_(X, C), X)), C))"
ZyD_zys_ZeD_zes,-25.0573616080509,"lambda recurse_, C, X: younger_(complement_(children_of_(children_of_(female_(X), C), C), C), female_(children_of_(X, C)), C)"
ZyD_zys_ZeD_zes,-25.0573616080509,"lambda recurse_, C, X: younger_(children_of_(children_of_(female_(generation1_(X, C)), C), C), female_(children_of_(X, C)), C)"
ZyD_zys_ZeD_zes,-25.0573616080509,"lambda recurse_, C, X: younger_(children_of_(children_of_(generation1_(X, C), C), C), female_(children_of_(female_(X), C)), C)"
ZyD_zys_ZeD_zes,-25.0573616080509,"lambda recurse_, C, X: younger_(children_of_(children_of_(spouses_of_(samegender_(X, C), C), C), C), female_(children_of_(X, C)), C)"
MZyD_MZeD_MByD_MBeD_Zy_Ze_FZyD_FZeD_FByD_FBeD,-15.1698510100379,"lambda recurse_, C, X: female_(setdifference_(generation0_(X, C), parents_of_(X, C)))"
MZyD_MZeD_MByD_MBeD_Zy_Ze_FZyD_FZeD_FByD_FBeD,-15.1698510100379,"lambda recurse_, C, X: female_(generation0_(union_(X, female_(X)), C))"
MZyD_MZeD_MByD_MBeD_Zy_Ze_FZyD_FZeD_FByD_FBeD,-15.1698510100379,"lambda recurse_, C, X: female_(generation0_(setdifference_(X, generation1_(X, C)), C))"
MZyD_MZeD_MByD_MBeD_Zy_Ze_FZyD_FZeD_FByD_FBeD,-15.1698510100379,"lambda recurse_, C, X: female_(generation0_(setdifference_(X, male_(X)), C))"
MZyD_MZeD_MByD_MBeD_Zy_Ze_FZyD_FZeD_FByD_FBeD,-15.1698510100379,"lambda recurse_, C, X: female_(generation0_(setdifference_(X, spouses_of_(X, C)), C))"
MZyD_MZeD_MByD_MBeD_Zy_Ze_FZyD_FZeD_FByD_FBeD,-15.1698510100379,"lambda recurse_, C, X: female_(generation0_(setdifference_(X, complement_(X, C)), C))"
MZyD_MZeD_MByD_MBeD_Zy_Ze_FZyD_FZeD_FByD_FBeD,-15.1698510100379,"lambda recurse_, C, X: female_(female_(generation0_(union_(X, X), C)))"
MZyD_MZeD_MByD_MBeD_Zy_Ze_FZyD_FZeD_FByD_FBeD,-15.1698510100379,"lambda recurse_, C, X: female_(generation0_(intersection_(X, generation0_(X, C)), C))"
MZyD_MZeD_MByD_MBeD_Zy_Ze_FZyD_FZeD_FByD_FBeD,-15.1698510100379,"lambda recurse_, C, X: female_(generation0_(union_(male_(X), X), C))"
MZyD_MZeD_MByD_MBeD_Zy_Ze_FZyD_FZeD_FByD_FBeD,-15.1698510100379,"lambda recurse_, C, X: female_(generation0_(union_(spouses_of_(X, C), X), C))"
MZyD_MZeD_MByD_MBeD_Zy_Ze_FZyD_FZeD_FByD_FBeD,-15.1698510100379,"lambda recurse_, C, X: female_(generation0_(intersection_(X, samegender_(X, C)), C))"
mbys_mbes_s,-51.107974989112,"lambda recurse_, C, X: male_(male_(setdifference_(union_(children_of_(complement_(intersection_(close_(complement_(elder_(generation0_(X, C), X, C), C), C), complement_(X, C)), C), C), X), generation2_(female_(X), C))))"
mbys_mbes_s,-51.107974989112,"lambda recurse_, C, X: male_(male_(setdifference_(union_(children_of_(complement_(intersection_(close_(complement_(elder_(generation0_(female_(X), C), X, C), C), C), complement_(X, C)), C), C), X), generation2_(X, C))))"
mbys_mbes_s,-51.107974989112,"lambda recurse_, C, X: male_(male_(setdifference_(union_(children_of_(complement_(intersection_(close_(complement_(elder_(generation0_(X, C), X, C), C), C), complement_(X, C)), C), C), children_of_(X, C)), generation2_(X, C))))"
MZe_FZe,-29.3464502470655,"lambda recurse_, C, X: female_(intersection_(complement_(parents_of_(younger_(all_(C), X, C), C), C), generation1_(intersection_(X, X), C)))"
MZe_FZe,-29.3464502470655,"lambda recurse_, C, X: female_(intersection_(complement_(parents_of_(younger_(all_(C), X, C), C), C), generation1_(union_(X, X), C)))"
fbys_fbes,-34.9448722060639,"lambda recurse_, C, X: male_(elder_(children_of_(male_(male_(setdifference_(close_(X, C), spouses_of_(female_(all_(C)), C)))), C), X, C))"
fbys_fbes,-34.9448722060639,"lambda recurse_, C, X: male_(elder_(children_of_(male_(male_(setdifference_(close_(female_(X), C), spouses_of_(all_(C), C)))), C), X, C))"
fbys_fbes,-34.9448722060639,"lambda recurse_, C, X: male_(elder_(children_of_(male_(male_(setdifference_(close_(X, C), spouses_of_(spouses_of_(all_(C), C), C)))), C), X, C))"
MM_FM_M,-19.775021196026,"lambda recurse_, C, X: intersection_(all_(C), female_(spouses_of_(close_(all_(C), C), C)))"
MM_FM_M,-19.775021196026,"lambda recurse_, C, X: intersection_(female_(all_(C)), spouses_of_(children_of_(all_(C), C), C))"
MM_FM_M,-19.775021196026,"lambda recurse_, C, X: intersection_(female_(spouses_of_(children_of_(all_(C), C), C)), all_(C))"
MM_FM_M,-19.775021196026,"lambda recurse_, C, X: intersection_(female_(spouses_of_(close_(all_(C), C), C)), all_(C))"
MM_FM_M,-19.775021196026,"lambda recurse_, C, X: intersection_(spouses_of_(male_(close_(all_(C), C)), C), all_(C))"
MM_FM_M,-19.775021196026,"lambda recurse_, C, X: intersection_(spouses_of_(all_(C), C), female_(children_of_(all_(C), C)))"
MM_FM_M,-19.775021196026,"lambda recurse_, C, X: intersection_(female_(all_(C)), spouses_of_(close_(all_(C), C), C))"
MM_FM_M,-19.775021196026,"lambda recurse_, C, X: intersection_(spouses_of_(male_(children_of_(all_(C), C)), C), all_(C))"
MM_FM_M,-19.775021196026,"lambda recurse_, C, X: intersection_(children_of_(all_(C), C), female_(spouses_of_(all_(C), C)))"
MM_FM_M,-19.775021196026,"lambda recurse_, C, X: intersection_(spouses_of_(close_(all_(C), C), C), female_(all_(C)))"
MM_FM_M,-19.775021196026,"lambda recurse_, C, X: intersection_(female_(spouses_of_(all_(C), C)), children_of_(all_(C), C))"
MM_FM_M,-19.775021196026,"lambda recurse_, C, X: intersection_(female_(spouses_of_(all_(C), C)), close_(all_(C), C))"
mbys_mbes_s_bys_bes_ds_ss,-47.8121381231077,"lambda recurse_, C, X: male_(younger_(complement_(male_(children_of_(setdifference_(union_(samegender_(X, C), close_(X, C)), union_(X, children_of_(X, C))), C)), C), female_(parents_of_(X, C)), C))"
mbys_mbes_s_bys_bes_ds_ss,-47.8121381231077,"lambda recurse_, C, X: male_(setdifference_(setdifference_(complement_(children_of_(setdifference_(union_(close_(X, C), female_(children_of_(complement_(X, C), C))), X), C), C), spouses_of_(complement_(X, C), C)), X))"
mbys_mbes_s_bys_bes_ds_ss,-47.8121381231077,"lambda recurse_, C, X: male_(setdifference_(setdifference_(complement_(children_of_(setdifference_(union_(close_(X, C), female_(complement_(children_of_(X, C), C))), X), C), C), X), parents_of_(generation2_(X, C), C)))"
mbys_mbes_s_bys_bes_ds_ss,-47.8121381231077,"lambda recurse_, C, X: male_(setdifference_(setdifference_(complement_(children_of_(setdifference_(union_(close_(X, C), female_(complement_(children_of_(X, C), C))), X), C), C), spouses_of_(samegender_(X, C), C)), X))"
mbys_mbes_s_bys_bes_ds_ss,-47.8121381231077,"lambda recurse_, C, X: male_(setdifference_(setdifference_(complement_(children_of_(setdifference_(union_(close_(X, C), female_(complement_(children_of_(X, C), C))), X), C), C), X), spouses_of_(samegender_(X, C), C)))"
mbys_mbes_s_bys_bes_ds_ss,-47.8121381231077,"lambda recurse_, C, X: male_(setdifference_(setdifference_(complement_(children_of_(setdifference_(union_(close_(X, C), female_(complement_(children_of_(X, C), C))), X), C), C), spouses_of_(complement_(X, C), C)), X))"
mbys_mbes_s_bys_bes_ds_ss,-47.8121381231077,"lambda recurse_, C, X: male_(setdifference_(setdifference_(complement_(children_of_(setdifference_(union_(close_(X, C), female_(complement_(X, C))), children_of_(X, C)), C), C), X), spouses_of_(complement_(X, C), C)))"
mbys_mbes_s_bys_bes_ds_ss,-47.8121381231077,"lambda recurse_, C, X: male_(setdifference_(setdifference_(complement_(children_of_(setdifference_(union_(close_(X, C), female_(complement_(X, C))), children_of_(X, C)), C), C), spouses_of_(samegender_(X, C), C)), X))"
mbys_mbes_s_bys_bes_ds_ss,-47.8121381231077,"lambda recurse_, C, X: male_(setdifference_(setdifference_(complement_(children_of_(setdifference_(union_(close_(X, C), female_(complement_(children_of_(X, C), C))), X), C), C), X), spouses_of_(complement_(X, C), C)))"
FZyD_FZeD,-39.2339608450785,"lambda recurse_, C, X: intersection_(female_(union_(generation0_(X, C), X)), complement_(union_(X, children_of_(close_(children_of_(male_(all_(C)), C), C), C)), C))"
FM_SD_ss,-60.0022338141147,"lambda recurse_, C, X: complement_(union_(children_of_(female_(close_(all_(C), C)), C), elder_(setdifference_(complement_(union_(female_(parents_of_(male_(parents_of_(X, C)), C)), X), C), close_(X, C)), female_(children_of_(X, C)), C)), C)"
FM_SD_ss,-60.0022338141147,"lambda recurse_, C, X: complement_(union_(children_of_(female_(close_(all_(C), C)), C), elder_(setdifference_(complement_(union_(female_(parents_of_(male_(parents_of_(X, C)), C)), X), C), female_(X)), female_(children_of_(X, C)), C)), C)"
FM_SD_ss,-60.0022338141147,"lambda recurse_, C, X: complement_(union_(children_of_(female_(close_(all_(C), C)), C), elder_(setdifference_(complement_(union_(female_(parents_of_(male_(parents_of_(X, C)), C)), X), C), male_(X)), female_(children_of_(X, C)), C)), C)"
FM_SD_ss,-60.0022338141147,"lambda recurse_, C, X: complement_(union_(children_of_(female_(close_(all_(C), C)), C), elder_(setdifference_(complement_(union_(female_(parents_of_(male_(close_(X, C)), C)), X), C), male_(X)), female_(children_of_(X, C)), C)), C)"
FM_SD_ss,-60.0022338141147,"lambda recurse_, C, X: complement_(union_(children_of_(female_(close_(all_(C), C)), C), elder_(setdifference_(complement_(union_(female_(parents_of_(male_(parents_of_(X, C)), C)), male_(X)), C), X), female_(children_of_(X, C)), C)), C)"
FM_SD_ss,-60.0022338141147,"lambda recurse_, C, X: complement_(union_(children_of_(female_(close_(all_(C), C)), C), elder_(setdifference_(complement_(union_(female_(parents_of_(male_(close_(X, C)), C)), X), C), parents_of_(X, C)), female_(children_of_(X, C)), C)), C)"
FM_SD_ss,-60.0022338141147,"lambda recurse_, C, X: complement_(union_(children_of_(female_(close_(all_(C), C)), C), elder_(setdifference_(complement_(union_(female_(parents_of_(male_(close_(X, C)), C)), spouses_of_(X, C)), C), X), female_(children_of_(X, C)), C)), C)"
mf_ff_f_fby_fbe_DD_ds_SD_ss,-58.692900494131,"lambda recurse_, C, X: setdifference_(union_(complement_(elder_(union_(generation0_(female_(parents_of_(X, C)), C), samegender_(X, C)), female_(X), C), C), X), complement_(children_of_(complement_(union_(generation0_(X, C), generation1_(X, C)), C), C), C))"
mf_ff_f_fby_fbe_DD_ds_SD_ss,-58.692900494131,"lambda recurse_, C, X: setdifference_(union_(complement_(elder_(union_(generation0_(female_(spouses_of_(parents_of_(X, C), C)), C), samegender_(X, C)), X, C), C), X), complement_(children_of_(complement_(union_(generation0_(X, C), generation1_(X, C)), C), C), C))"
mf_ff_f_fby_fbe_DD_ds_SD_ss,-58.692900494131,"lambda recurse_, C, X: setdifference_(union_(complement_(elder_(union_(generation0_(female_(parents_of_(X, C)), C), female_(complement_(X, C))), X, C), C), X), complement_(children_of_(complement_(union_(generation0_(X, C), generation1_(X, C)), C), C), C))"
mf_ff_f_fby_fbe_DD_ds_SD_ss,-58.692900494131,"lambda recurse_, C, X: setdifference_(union_(complement_(elder_(union_(generation0_(female_(parents_of_(female_(X), C)), C), samegender_(X, C)), X, C), C), X), complement_(children_of_(complement_(union_(generation0_(X, C), generation1_(X, C)), C), C), C))"
mf_ff_f_fby_fbe_DD_ds_SD_ss,-58.692900494131,"lambda recurse_, C, X: setdifference_(union_(complement_(elder_(union_(generation0_(female_(parents_of_(X, C)), C), female_(samegender_(X, C))), X, C), C), X), complement_(children_of_(complement_(union_(generation0_(X, C), generation1_(X, C)), C), C), C))"
mf_ff_f_fby_fbe_DD_ds_SD_ss,-58.692900494131,"lambda recurse_, C, X: setdifference_(union_(complement_(elder_(union_(generation0_(female_(parents_of_(X, C)), C), samegender_(female_(X), C)), X, C), C), X), complement_(children_of_(complement_(union_(generation0_(X, C), generation1_(X, C)), C), C), C))"
mf_ff_f_fby_fbe_DD_ds_SD_ss,-58.692900494131,"lambda recurse_, C, X: setdifference_(union_(complement_(elder_(union_(generation0_(female_(spouses_of_(generation1_(X, C), C)), C), samegender_(X, C)), X, C), C), X), complement_(children_of_(complement_(union_(generation0_(X, C), generation1_(X, C)), C), C), C))"
mf_ff_f_fby_fbe_DD_ds_SD_ss,-58.692900494131,"lambda recurse_, C, X: setdifference_(union_(complement_(elder_(union_(generation0_(female_(parents_of_(X, C)), C), female_(complement_(X, C))), X, C), C), X), complement_(children_of_(complement_(union_(generation1_(X, C), generation0_(X, C)), C), C), C))"
mf_ff_f_fby_fbe_DD_ds_SD_ss,-58.692900494131,"lambda recurse_, C, X: setdifference_(union_(complement_(elder_(union_(generation0_(female_(spouses_of_(close_(X, C), C)), C), samegender_(X, C)), X, C), C), X), complement_(children_of_(complement_(union_(generation0_(X, C), generation1_(X, C)), C), C), C))"
mf_ff_f_fby_fbe_DD_ds_SD_ss,-58.692900494131,"lambda recurse_, C, X: setdifference_(union_(complement_(elder_(union_(generation0_(female_(parents_of_(X, C)), C), female_(samegender_(X, C))), X, C), C), X), complement_(children_of_(complement_(union_(generation1_(X, C), generation0_(X, C)), C), C), C))"
ByD,-36.9313757520844,"lambda recurse_, C, X: younger_(setdifference_(samegender_(female_(X), C), complement_(female_(children_of_(younger_(male_(generation0_(X, C)), X, C), C)), C)), X, C)"
ByD,-36.9313757520844,"lambda recurse_, C, X: younger_(setdifference_(all_(C), complement_(female_(children_of_(younger_(male_(generation0_(X, C)), union_(X, X), C), C)), C)), X, C)"
ByD,-36.9313757520844,"lambda recurse_, C, X: younger_(setdifference_(children_of_(generation0_(X, C), C), complement_(female_(children_of_(younger_(complement_(samegender_(X, C), C), X, C), C)), C)), X, C)"
ByD,-36.9313757520844,"lambda recurse_, C, X: younger_(setdifference_(complement_(children_of_(samegender_(X, C), C), C), complement_(female_(children_of_(younger_(generation0_(X, C), X, C), C)), C)), X, C)"
ByD,-36.9313757520844,"lambda recurse_, C, X: younger_(setdifference_(complement_(parents_of_(X, C), C), complement_(female_(children_of_(younger_(male_(generation0_(X, C)), X, C), C)), C)), X, C)"
ByD,-36.9313757520844,"lambda recurse_, C, X: younger_(setdifference_(children_of_(generation0_(X, C), C), complement_(female_(children_of_(younger_(male_(generation0_(X, C)), X, C), C)), C)), X, C)"
ByD,-36.9313757520844,"lambda recurse_, C, X: younger_(setdifference_(all_(C), complement_(female_(children_of_(younger_(male_(generation0_(X, C)), intersection_(X, X), C), C)), C)), X, C)"
ByD,-36.9313757520844,"lambda recurse_, C, X: younger_(setdifference_(all_(C), complement_(female_(children_of_(younger_(male_(generation0_(intersection_(X, X), C)), X, C), C)), C)), X, C)"
ByD,-36.9313757520844,"lambda recurse_, C, X: younger_(setdifference_(complement_(X, C), complement_(female_(children_of_(younger_(male_(children_of_(parents_of_(X, C), C)), X, C), C)), C)), X, C)"
ByD,-36.9313757520844,"lambda recurse_, C, X: younger_(setdifference_(complement_(X, C), complement_(female_(children_of_(younger_(male_(generation0_(X, C)), X, C), C)), C)), female_(X), C)"
ByD,-36.9313757520844,"lambda recurse_, C, X: younger_(setdifference_(complement_(generation0_(X, C), C), complement_(female_(children_of_(younger_(male_(generation0_(X, C)), X, C), C)), C)), X, C)"
ByD,-36.9313757520844,"lambda recurse_, C, X: younger_(setdifference_(samegender_(X, C), complement_(female_(children_of_(younger_(male_(generation0_(female_(X), C)), X, C), C)), C)), X, C)"
ByD,-36.9313757520844,"lambda recurse_, C, X: younger_(setdifference_(complement_(female_(X), C), complement_(female_(children_of_(younger_(male_(generation0_(X, C)), X, C), C)), C)), X, C)"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(intersection_(complement_(X, C), close_(X, C)))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(close_(setdifference_(X, children_of_(X, C)), C))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(close_(setdifference_(X, generation2_(X, C)), C))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(close_(union_(children_of_(X, C), X), C))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(intersection_(close_(X, C), generation1_(X, C)))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(setdifference_(close_(X, C), generation0_(X, C)))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(setdifference_(close_(X, C), children_of_(X, C)))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(union_(close_(X, C), female_(X)))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(close_(union_(generation2_(X, C), X), C))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: union_(male_(X), male_(close_(X, C)))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(setdifference_(close_(X, C), female_(X)))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(close_(union_(X, generation2_(X, C)), C))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(setdifference_(close_(X, C), spouses_of_(X, C)))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(close_(intersection_(female_(X), X), C))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(setdifference_(close_(X, C), generation2_(X, C)))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(union_(samegender_(X, C), close_(X, C)))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(close_(setdifference_(X, close_(X, C)), C))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(close_(intersection_(X, samegender_(X, C)), C))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(union_(close_(X, C), samegender_(X, C)))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(close_(union_(X, female_(X)), C))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(elder_(close_(X, C), female_(X), C))"
f_fby_fbe,-15.1698510100379,"lambda recurse_, C, X: male_(close_(union_(X, spouses_of_(X, C)), C))"
ZyD_ZeD,-34.9448722060639,"lambda recurse_, C, X: female_(complement_(union_(children_of_(complement_(female_(generation0_(X, C)), C), C), parents_of_(complement_(generation1_(X, C), C), C)), C))"
ZyD_ZeD,-34.9448722060639,"lambda recurse_, C, X: female_(complement_(union_(children_of_(complement_(female_(generation0_(union_(X, X), C)), C), C), parents_of_(all_(C), C)), C))"
ZyD_ZeD,-34.9448722060639,"lambda recurse_, C, X: female_(complement_(union_(children_of_(complement_(female_(generation0_(X, C)), C), C), parents_of_(complement_(spouses_of_(X, C), C), C)), C))"
ZyD_ZeD,-34.9448722060639,"lambda recurse_, C, X: female_(complement_(union_(children_of_(complement_(female_(generation0_(X, C)), C), C), parents_of_(complement_(female_(X), C), C)), C))"
ZyD_ZeD,-34.9448722060639,"lambda recurse_, C, X: female_(complement_(union_(children_of_(complement_(female_(generation0_(X, C)), C), C), parents_of_(complement_(generation0_(X, C), C), C)), C))"
ZyD_ZeD,-34.9448722060639,"lambda recurse_, C, X: female_(complement_(union_(children_of_(complement_(female_(generation0_(X, C)), C), C), parents_of_(complement_(children_of_(X, C), C), C)), C))"
ZyD_ZeD,-34.9448722060639,"lambda recurse_, C, X: female_(complement_(union_(children_of_(complement_(close_(children_of_(female_(X), C), C), C), C), parents_of_(complement_(X, C), C)), C))"
ZyD_ZeD,-34.9448722060639,"lambda recurse_, C, X: female_(complement_(union_(children_of_(complement_(female_(generation0_(X, C)), C), C), parents_of_(complement_(close_(X, C), C), C)), C))"
ZyD_ZeD,-34.9448722060639,"lambda recurse_, C, X: female_(complement_(union_(children_of_(complement_(female_(generation0_(X, C)), C), C), parents_of_(complement_(parents_of_(X, C), C), C)), C))"
ZyD_ZeD,-34.9448722060639,"lambda recurse_, C, X: female_(complement_(union_(children_of_(complement_(close_(children_of_(X, C), C), C), C), parents_of_(complement_(close_(X, C), C), C)), C))"
ZyD_ZeD,-34.9448722060639,"lambda recurse_, C, X: female_(complement_(union_(children_of_(complement_(close_(children_of_(X, C), C), C), C), parents_of_(complement_(female_(X), C), C)), C))"
ZyD_ZeD,-34.9448722060639,"lambda recurse_, C, X: female_(complement_(union_(children_of_(complement_(close_(children_of_(X, C), C), C), C), parents_of_(complement_(male_(X), C), C)), C))"
MM_mf_FM_ff_DD_SD,-33.6355388860801,"lambda recurse_, C, X: setdifference_(children_of_(setdifference_(complement_(children_of_(complement_(X, C), C), C), X), C), male_(younger_(complement_(X, C), X, C)))"
MM_mf_FM_ff_DD_SD,-33.6355388860801,"lambda recurse_, C, X: setdifference_(children_of_(setdifference_(complement_(X, C), children_of_(complement_(X, C), C)), C), male_(younger_(complement_(X, C), X, C)))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(close_(close_(female_(X), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(parents_of_(parents_of_(generation0_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(close_(children_of_(generation2_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(female_(female_(generation2_(X, C))))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(parents_of_(close_(female_(X), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(generation2_(parents_of_(children_of_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(close_(close_(generation0_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(parents_of_(close_(generation0_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(close_(parents_of_(generation0_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(generation2_(female_(female_(X)), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(close_(female_(generation1_(X, C)), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(close_(male_(generation1_(X, C)), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(generation2_(intersection_(all_(C), X), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(female_(close_(generation1_(X, C), C)))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(close_(parents_of_(female_(X), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(close_(spouses_of_(complement_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(generation2_(complement_(complement_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(close_(spouses_of_(parents_of_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(female_(close_(close_(X, C), C)))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(female_(spouses_of_(generation2_(X, C), C)))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(parents_of_(generation1_(female_(X), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: intersection_(female_(all_(C)), generation2_(X, C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(female_(close_(parents_of_(X, C), C)))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(female_(generation2_(female_(X), C)))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(spouses_of_(close_(parents_of_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(generation2_(intersection_(X, all_(C)), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(spouses_of_(parents_of_(generation1_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(close_(generation1_(female_(X), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(female_(parents_of_(parents_of_(X, C), C)))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(spouses_of_(close_(generation1_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(spouses_of_(male_(generation2_(X, C)), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(parents_of_(male_(generation1_(X, C)), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(parents_of_(female_(generation1_(X, C)), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(parents_of_(parents_of_(female_(X), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(intersection_(generation2_(X, C), all_(C)))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(close_(spouses_of_(close_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(spouses_of_(parents_of_(parents_of_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(intersection_(all_(C), generation2_(X, C)))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(male_(close_(close_(X, C), C)), C)"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(parents_of_(spouses_of_(generation1_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: spouses_of_(male_(close_(parents_of_(X, C), C)), C)"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(spouses_of_(parents_of_(close_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(spouses_of_(generation2_(female_(X), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(close_(spouses_of_(generation1_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(parents_of_(spouses_of_(parents_of_(X, C), C), C))"
MM_FM,-14.1765992370276,"lambda recurse_, C, X: female_(parents_of_(children_of_(generation2_(X, C), C), C))"
